iid,age,field_cd,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,cluster
257,24.0,9.0,5.0,1.0,7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,7.0,9.0,7.0,9.0,10.0,1
258,25.0,9.0,6.0,1.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,6.0,10.0,8.0,9.0,5.0,2
259,25.0,10.0,7.0,1.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,9.0,8.0,8.0,9.0,4
260,27.0,10.0,7.0,3.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,7.0,9.0,6.0,2
261,26.0,10.0,7.0,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,6
262,29.0,3.0,6.0,3.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,5.0,9.0,3.0,2
263,26.0,3.0,6.0,2.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,8.0,8.0,8.0,8.0,5.0,3
264,26.0,6.0,6.0,2.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,8.0,7.0,8.0,9.0,5.0,2
265,32.0,1.0,5.0,2.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,7.0,9.0,7.0,10.0,10.0,0
266,28.0,16.0,7.0,3.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,8.0,8.0,7.0,7.0,4.0,2
267,26.0,10.0,3.0,3.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,7.0,6.0,5.0,7.0,7.0,4
268,24.0,4.0,6.0,1.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,9.0,9.0,8.0,9.0,9.0,5
269,24.0,7.0,6.0,2.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,8.0,8.0,6.0,8.0,7.0,2
270,23.0,10.0,5.0,1.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,4.0,7.0,8.0,6.0,2
271,23.0,11.0,4.0,1.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,9.0,10.0,10.0,9.0,10.0,1
272,25.0,11.0,4.0,1.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,1
294,30.0,9.0,6.0,2.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0,9.0,10.0,7.0,9.0,7.0,6
295,30.0,9.0,6.0,1.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,7.0,10.0,8.0,8.0,8.0,0
296,28.0,9.0,4.0,2.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,8.0,9.0,6.0,10.0,9.0,6
297,21.0,9.0,2.0,1.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,8.0,10.0,9.0,8.0,9.0,1
298,22.0,6.0,6.0,2.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,10.0,9.0,10.0,10.0,3
299,24.0,11.0,6.0,2.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,6.0,9.0,9.0,8.0,9.0,1
300,35.0,3.0,6.0,2.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,8.0,9.0,9.0,9.0,10.0,0
301,34.0,9.0,4.0,1.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0,9.0,9.0,8.0,9.0,8.0,0
302,21.0,3.0,3.0,1.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,10.0,5
303,33.0,9.0,5.0,1.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,8.0,10.0,9.0,8.0,6.0,0
304,28.0,3.0,7.0,2.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,10.0,10.0,8.0,8.0,3
305,29.0,9.0,4.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,7.0,9.0,8.0,9.0,5.0,1
306,22.0,9.0,6.0,3.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,6.0,9.0,8.0,8.0,8.0,5
307,27.0,9.0,7.0,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,5.0,8.0,7.0,8.0,8.0,1
322,34.0,3.0,2.0,2.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,5.0,9.0,8.0,7.0,7.0,0
323,25.0,5.0,4.0,3.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,6.0,8.0,3.0,3
324,23.0,3.0,4.0,2.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,1
325,30.0,3.0,6.0,2.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,7.0,9.0,7.0,8.0,8.0,0
326,36.0,9.0,6.0,4.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,6.0,9.0,8.0,0
327,29.0,13.0,6.0,3.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,7.0,7.0,9.0,8.0,10.0,6
328,30.0,9.0,3.0,1.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,7.0,10.0,8.0,10.0,10.0,1
329,29.0,9.0,6.0,2.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,8.0,9.0,5.0,8.0,8.0,6
330,22.0,5.0,7.0,3.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,8.0,10.0,9.0,7.0,9.0,5
331,34.0,9.0,6.0,3.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,7.0,9.0,9.0,7.0,4.0,0
341,23.0,13.0,6.0,1.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,9.0,9.0,7.0,9.0,6
342,33.0,9.0,6.0,3.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,6
343,32.0,10.0,2.0,1.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,4.0,8.0,6.0,10.0,7.0,0
344,26.0,13.0,4.0,3.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,7.0,8.0,8.0,9.0,4
345,24.0,10.0,7.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,7.0,9.0,7.0,9.0,7.0,4
347,26.0,9.0,6.0,1.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,8.0,6.0,10.0,10.0,10.0,4
348,21.0,9.0,6.0,1.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,6.0,10.0,10.0,10.0,10.0,6
349,33.0,3.0,4.0,2.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,7.0,8.0,8.0,9.0,7.0,0
350,31.0,10.0,7.0,3.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,7.0,10.0,6.0,8.0,8.0,1
351,35.0,9.0,5.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,8.0,10.0,7.0,8.0,9.0,0
352,29.0,9.0,4.0,3.0,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,9.0,10.0,9.0,9.0,8.0,1
353,25.0,9.0,2.0,1.0,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,6
354,22.0,3.0,6.0,1.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,7.0,10.0,8.0,8.0,5
355,24.0,3.0,4.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,6.0,10.0,8.0,8.0,8.0,3
356,27.0,3.0,7.0,2.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,7.0,10.0,8.0,9.0,6.0,5
357,27.0,9.0,4.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,6.0,10.0,7.0,7.0,6.0,6
358,26.0,8.0,5.0,3.0,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0,8.0,7.0,8.0,8.0,7.0,4
359,26.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,7.0,10.0,2.0,9.0,8.0,2
360,24.0,3.0,6.0,2.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0,8.0,10.0,8.0,8.0,8.0,1
379,38.0,8.0,7.0,2.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,6.0,9.0,6.0,8.0,9.0,0
380,33.0,14.0,7.0,4.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,4.0,7.0,9.0,9.0,9.0,4
381,24.0,14.0,4.0,1.0,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,10.0,9.0,8.0,4
382,28.0,14.0,7.0,3.0,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,7.0,7.0,7.0,7.0,10.0,1
383,27.0,9.0,6.0,2.0,9.0,7.0,9.0,9.0,8.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,7.0,9.0,7.0,6.0,6.0,1
384,23.0,9.0,5.0,3.0,8.0,5.0,7.0,9.0,10.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,1
385,25.0,9.0,5.0,3.0,7.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,10.0,9.0,8.0,8.0,8.0,6.0,8.0,6.0,1
386,26.0,3.0,7.0,2.0,1.0,3.0,5.0,8.0,7.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,7.0,8.0,9.0,9.0,9.0,3
387,25.0,3.0,7.0,2.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,5
388,24.0,3.0,4.0,2.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,8.0,8.0,7.0,8.0,8.0,5
389,21.0,1.0,3.0,1.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,8.0,10.0,9.0,7.0,5.0,3
390,30.0,9.0,4.0,3.0,6.0,1.0,6.0,10.0,6.0,6.0,8.0,1.0,4.0,10.0,6.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,0
391,28.0,6.0,4.0,1.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,8.0,9.0,9.0,9.0,7.0,2
392,26.0,6.0,4.0,3.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,4.0,7.0,7.0,8.0,7.0,3
393,22.0,6.0,7.0,1.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,8.0,8.0,3
394,24.0,6.0,4.0,2.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,9.0,8.0,7.0,7.0,7.0,3
395,33.0,6.0,4.0,2.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0,8.0,7.0,9.0,7.0,0
396,25.0,15.0,7.0,2.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1
417,29.0,3.0,5.0,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,4.0,8.0,8.0,2
418,25.0,1.0,7.0,2.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,7.0,8.0,5.0,3
419,28.0,11.0,2.0,1.0,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,4.0,7.0,9.0,8.0,5.0,9.0,3.0,4
420,22.0,11.0,4.0,2.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0,8.0,9.0,7.0,10.0,7.0,2
421,25.0,11.0,4.0,3.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,7.0,7.0,6.0,6.0,6.0,4
430,22.0,9.0,6.0,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,8.0,8.0,5.0,8.0,5
431,27.0,9.0,7.0,3.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,10.0,7.0,9.0,10.0,1
432,28.0,11.0,6.0,3.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,6
433,30.0,15.0,6.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,8.0,6.0,7.0,8.0,5.0,4
434,27.0,11.0,4.0,2.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,7.0,7.0,8.0,6.0,4.0,4
435,22.0,1.0,7.0,2.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,3
436,23.0,1.0,6.0,1.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,9.0,8.0,10.0,7.0,6.0,5
437,23.0,11.0,4.0,1.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,7.0,9.0,9.0,9.0,8.0,1
438,23.0,11.0,4.0,1.0,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0,7.0,8.0,7.0,7.0,7.0,4
439,29.0,9.0,3.0,2.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,1
454,27.0,15.0,7.0,3.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,8.0,9.0,9.0,9.0,7.0,1
455,24.0,10.0,6.0,2.0,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,8.0,8.0,6
456,29.0,8.0,6.0,1.0,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6
457,55.0,6.0,7.0,3.0,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0,7.0,6.0,7.0,8.0,3.0,0
458,29.0,8.0,4.0,1.0,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,1
459,26.0,8.0,5.0,3.0,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,5.0,5.0,5.0,8.0,6
466,24.0,18.0,7.0,1.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,7.0,9.0,7.0,8.0,8.0,4
467,24.0,8.0,2.0,1.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,1
468,25.0,13.0,6.0,3.0,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,6.0,8.0,8.0,1
469,25.0,13.0,3.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,1
470,29.0,4.0,4.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,4.0,9.0,5.0,8.0,6.0,6
471,30.0,4.0,5.0,3.0,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,7.0,8.0,8.0,9.0,9.0,3
472,25.0,5.0,4.0,2.0,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,8.0,10.0,10.0,8.0,9.0,1
473,34.0,10.0,6.0,4.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,8.0,10.0,7.0,0
474,30.0,10.0,6.0,5.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,9.0,10.0,8.0,7.0,2
475,27.0,13.0,6.0,2.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,8.0,5.0,7.0,7.0,4
476,25.0,13.0,5.0,2.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,7.0,9.0,5.0,7.0,6.0,4
477,27.0,5.0,4.0,2.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,7.0,7.0,7.0,2
478,26.0,13.0,4.0,1.0,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0,7.0,8.0,9.0,8.0,7.0,1
479,27.0,13.0,4.0,3.0,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,1
480,26.0,5.0,4.0,1.0,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,8.0,9.0,10.0,8.0,7.0,2
496,23.0,5.0,5.0,2.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,6.0,9.0,8.0,2
497,24.0,10.0,7.0,1.0,7.0,5.0,1.0,8.0,7.0,6.0,7.0,3.0,1.0,7.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,8.0,10.0,10.0,9.0,8.0,1
498,25.0,10.0,4.0,1.0,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,1.0,8.0,9.0,10.0,9.0,10.0,4
499,26.0,10.0,4.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,9.0,10.0,9.0,10.0,4.0,6
500,25.0,10.0,5.0,3.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,8.0,9.0,9.0,9.0,9.0,4
501,26.0,10.0,4.0,3.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0,1
509,28.0,6.0,4.0,2.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,7.0,5.0,6.0,4.0,8.0,9.0,2
510,26.0,8.0,7.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,7.0,9.0,6.0,8.0,4.0,2
511,23.0,5.0,7.0,3.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,8.0,3
513,23.0,15.0,6.0,4.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,4.0,4
514,23.0,3.0,4.0,3.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,8.0,10.0,8.0,9.0,7.0,3
515,23.0,6.0,6.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,8.0,10.0,8.0,10.0,8.0,1
516,27.0,10.0,6.0,3.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,8.0,9.0,9.0,8.0,8.0,6
517,30.0,15.0,5.0,3.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,8.0,9.0,7.0,9.0,7.0,4
518,23.0,15.0,7.0,2.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,6.0,9.0,8.0,8.0,7.0,4
