,iid,field_cd
512,389,Law
513,389,Law
514,389,Law
515,389,Law
516,389,Law
517,389,Law
518,389,Law
519,389,Law
520,389,Law
521,389,Law
522,389,Law
523,389,Law
524,418,Law
525,418,Law
526,418,Law
527,418,Law
528,418,Law
529,418,Law
530,418,Law
531,418,Law
532,440,Law
533,441,Law
534,442,Law
535,448,Law
536,449,Law
537,453,Law
538,440,Law
539,441,Law
540,442,Law
541,448,Law
542,449,Law
543,453,Law
544,440,Law
545,441,Law
546,442,Law
547,448,Law
548,449,Law
549,453,Law
550,440,Law
551,441,Law
552,442,Law
553,448,Law
554,449,Law
555,453,Law
556,440,Law
557,441,Law
558,442,Law
559,448,Law
560,449,Law
561,453,Law
562,440,Law
563,441,Law
564,442,Law
565,448,Law
566,449,Law
567,453,Law
568,440,Law
569,441,Law
570,442,Law
571,448,Law
572,449,Law
573,453,Law
574,440,Law
575,441,Law
576,442,Law
577,448,Law
578,449,Law
579,453,Law
580,440,Law
581,441,Law
582,442,Law
583,448,Law
584,449,Law
585,453,Law
586,440,Law
587,441,Law
588,442,Law
589,448,Law
590,449,Law
591,453,Law
592,435,Law
593,436,Law
594,435,Law
595,436,Law
596,435,Law
597,436,Law
598,435,Law
599,436,Law
600,435,Law
601,436,Law
602,435,Law
603,436,Law
604,435,Law
605,436,Law
606,435,Law
607,436,Law
608,435,Law
609,436,Law
610,435,Law
611,436,Law
612,435,Law
613,436,Law
614,435,Law
615,436,Law
616,435,Law
617,436,Law
618,435,Law
619,436,Law
620,539,Law
621,539,Law
622,539,Law
623,539,Law
624,539,Law
625,539,Law
626,539,Law
627,539,Law
628,539,Law
629,539,Law
630,539,Law
631,539,Law
632,539,Law
633,539,Law
634,539,Law
635,539,Law
636,539,Law
637,539,Law
638,539,Law
639,539,Law
640,539,Law
641,539,Law
642,522,Law
643,522,Law
644,522,Law
645,522,Law
646,522,Law
647,522,Law
648,522,Law
649,522,Law
650,522,Law
651,522,Law
652,522,Law
653,522,Law
654,522,Law
655,522,Law
656,522,Law
657,522,Law
658,522,Law
659,522,Law
660,522,Law
661,522,Law
662,522,Law
663,522,Law
871,44,Social Science
872,44,Social Science
873,44,Social Science
874,44,Social Science
875,44,Social Science
876,44,Social Science
877,44,Social Science
878,44,Social Science
879,44,Social Science
880,44,Social Science
881,44,Social Science
882,44,Social Science
883,44,Social Science
884,44,Social Science
885,44,Social Science
886,44,Social Science
887,44,Social Science
888,44,Social Science
889,44,Social Science
890,23,Social Science
891,27,Social Science
892,28,Social Science
893,32,Social Science
894,33,Social Science
895,37,Social Science
896,23,Social Science
897,27,Social Science
898,28,Social Science
899,32,Social Science
900,33,Social Science
901,37,Social Science
902,23,Social Science
903,27,Social Science
904,28,Social Science
905,32,Social Science
906,33,Social Science
907,37,Social Science
908,23,Social Science
909,27,Social Science
910,28,Social Science
911,32,Social Science
912,33,Social Science
913,37,Social Science
914,23,Social Science
915,27,Social Science
916,28,Social Science
917,32,Social Science
918,33,Social Science
919,37,Social Science
920,23,Social Science
921,27,Social Science
922,28,Social Science
923,32,Social Science
924,33,Social Science
925,37,Social Science
926,23,Social Science
927,27,Social Science
928,28,Social Science
929,32,Social Science
930,33,Social Science
931,37,Social Science
932,23,Social Science
933,27,Social Science
934,28,Social Science
935,32,Social Science
936,33,Social Science
937,37,Social Science
938,23,Social Science
939,27,Social Science
940,28,Social Science
941,32,Social Science
942,33,Social Science
943,37,Social Science
944,23,Social Science
945,27,Social Science
946,28,Social Science
947,32,Social Science
948,33,Social Science
949,37,Social Science
950,23,Social Science
951,27,Social Science
952,28,Social Science
953,32,Social Science
954,33,Social Science
955,37,Social Science
956,23,Social Science
957,27,Social Science
958,28,Social Science
959,32,Social Science
960,33,Social Science
961,37,Social Science
962,23,Social Science
963,27,Social Science
964,28,Social Science
965,32,Social Science
966,33,Social Science
967,37,Social Science
968,23,Social Science
969,27,Social Science
970,28,Social Science
971,32,Social Science
972,33,Social Science
973,37,Social Science
974,23,Social Science
975,27,Social Science
976,28,Social Science
977,32,Social Science
978,33,Social Science
979,37,Social Science
980,23,Social Science
981,27,Social Science
982,28,Social Science
983,32,Social Science
984,33,Social Science
985,37,Social Science
986,60,Social Science
987,60,Social Science
988,60,Social Science
989,60,Social Science
990,60,Social Science
991,60,Social Science
992,60,Social Science
993,60,Social Science
994,60,Social Science
995,60,Social Science
996,86,Social Science
997,86,Social Science
998,86,Social Science
999,86,Social Science
1000,86,Social Science
1001,86,Social Science
1002,86,Social Science
1003,86,Social Science
1004,86,Social Science
1005,86,Social Science
1006,86,Social Science
1007,86,Social Science
1008,86,Social Science
1009,86,Social Science
1010,86,Social Science
1011,86,Social Science
1012,86,Social Science
1013,86,Social Science
1014,112,Social Science
1015,115,Social Science
1016,121,Social Science
1017,112,Social Science
1018,115,Social Science
1019,121,Social Science
1020,112,Social Science
1021,115,Social Science
1022,121,Social Science
1023,112,Social Science
1024,115,Social Science
1025,121,Social Science
1026,112,Social Science
1027,115,Social Science
1028,121,Social Science
1029,112,Social Science
1030,115,Social Science
1031,121,Social Science
1032,112,Social Science
1033,115,Social Science
1034,121,Social Science
1035,112,Social Science
1036,115,Social Science
1037,121,Social Science
1038,112,Social Science
1039,115,Social Science
1040,121,Social Science
1041,112,Social Science
1042,115,Social Science
1043,121,Social Science
1044,135,Social Science
1045,135,Social Science
1046,135,Social Science
1047,135,Social Science
1048,135,Social Science
1049,178,Social Science
1050,178,Social Science
1051,178,Social Science
1052,178,Social Science
1053,178,Social Science
1054,178,Social Science
1055,178,Social Science
1056,178,Social Science
1057,178,Social Science
1058,178,Social Science
1059,224,Social Science
1060,224,Social Science
1061,224,Social Science
1062,224,Social Science
1063,224,Social Science
1064,224,Social Science
1065,224,Social Science
1066,224,Social Science
1067,224,Social Science
1068,224,Social Science
1069,224,Social Science
1070,224,Social Science
1071,224,Social Science
1072,224,Social Science
1073,224,Social Science
1074,224,Social Science
1075,224,Social Science
1076,224,Social Science
1077,224,Social Science
1078,224,Social Science
1079,194,Social Science
1080,194,Social Science
1081,194,Social Science
1082,194,Social Science
1083,194,Social Science
1084,194,Social Science
1085,194,Social Science
1086,194,Social Science
1087,194,Social Science
1088,194,Social Science
1089,194,Social Science
1090,194,Social Science
1091,194,Social Science
1092,194,Social Science
1093,194,Social Science
1094,194,Social Science
1095,194,Social Science
1096,194,Social Science
1097,194,Social Science
1098,194,Social Science
1099,234,Social Science
1100,242,Social Science
1101,234,Social Science
1102,242,Social Science
1103,234,Social Science
1104,242,Social Science
1105,234,Social Science
1106,242,Social Science
1107,234,Social Science
1108,242,Social Science
1109,234,Social Science
1110,242,Social Science
1111,234,Social Science
1112,242,Social Science
1113,234,Social Science
1114,242,Social Science
1115,234,Social Science
1116,242,Social Science
1117,274,Social Science
1118,281,Social Science
1119,288,Social Science
1120,274,Social Science
1121,281,Social Science
1122,288,Social Science
1123,274,Social Science
1124,281,Social Science
1125,288,Social Science
1126,274,Social Science
1127,281,Social Science
1128,288,Social Science
1129,274,Social Science
1130,281,Social Science
1131,288,Social Science
1132,274,Social Science
1133,281,Social Science
1134,288,Social Science
1135,274,Social Science
1136,281,Social Science
1137,288,Social Science
1138,274,Social Science
1139,281,Social Science
1140,288,Social Science
1141,274,Social Science
1142,281,Social Science
1143,288,Social Science
1144,274,Social Science
1145,281,Social Science
1146,288,Social Science
1147,274,Social Science
1148,281,Social Science
1149,288,Social Science
1150,274,Social Science
1151,281,Social Science
1152,288,Social Science
1153,274,Social Science
1154,281,Social Science
1155,288,Social Science
1156,274,Social Science
1157,281,Social Science
1158,288,Social Science
1159,274,Social Science
1160,281,Social Science
1161,288,Social Science
1162,274,Social Science
1163,281,Social Science
1164,288,Social Science
1165,274,Social Science
1166,281,Social Science
1167,288,Social Science
1168,274,Social Science
1169,281,Social Science
1170,288,Social Science
1171,274,Social Science
1172,281,Social Science
1173,288,Social Science
1174,274,Social Science
1175,281,Social Science
1176,288,Social Science
1177,274,Social Science
1178,281,Social Science
1179,288,Social Science
1180,253,Social Science
1181,262,Social Science
1182,263,Social Science
1183,253,Social Science
1184,262,Social Science
1185,263,Social Science
1186,253,Social Science
1187,262,Social Science
1188,263,Social Science
1189,253,Social Science
1190,262,Social Science
1191,263,Social Science
1192,253,Social Science
1193,262,Social Science
1194,263,Social Science
1195,253,Social Science
1196,262,Social Science
1197,263,Social Science
1198,253,Social Science
1199,262,Social Science
1200,263,Social Science
1201,253,Social Science
1202,262,Social Science
1203,263,Social Science
1204,253,Social Science
1205,262,Social Science
1206,263,Social Science
1207,253,Social Science
1208,262,Social Science
1209,263,Social Science
1210,253,Social Science
1211,262,Social Science
1212,263,Social Science
1213,253,Social Science
1214,262,Social Science
1215,263,Social Science
1216,253,Social Science
1217,262,Social Science
1218,263,Social Science
1219,253,Social Science
1220,262,Social Science
1221,263,Social Science
1222,253,Social Science
1223,262,Social Science
1224,263,Social Science
1225,253,Social Science
1226,262,Social Science
1227,263,Social Science
1228,253,Social Science
1229,262,Social Science
1230,263,Social Science
1231,253,Social Science
1232,262,Social Science
1233,263,Social Science
1234,253,Social Science
1235,262,Social Science
1236,263,Social Science
1237,253,Social Science
1238,262,Social Science
1239,263,Social Science
1240,253,Social Science
1241,262,Social Science
1242,263,Social Science
1243,300,Social Science
1244,302,Social Science
1245,304,Social Science
1246,300,Social Science
1247,302,Social Science
1248,304,Social Science
1249,300,Social Science
1250,302,Social Science
1251,304,Social Science
1252,300,Social Science
1253,302,Social Science
1254,304,Social Science
1255,300,Social Science
1256,302,Social Science
1257,304,Social Science
1258,300,Social Science
1259,302,Social Science
1260,304,Social Science
1261,300,Social Science
1262,302,Social Science
1263,304,Social Science
1264,300,Social Science
1265,302,Social Science
1266,304,Social Science
1267,300,Social Science
1268,302,Social Science
1269,304,Social Science
1270,300,Social Science
1271,302,Social Science
1272,304,Social Science
1273,300,Social Science
1274,302,Social Science
1275,304,Social Science
1276,300,Social Science
1277,302,Social Science
1278,304,Social Science
1279,300,Social Science
1280,302,Social Science
1281,304,Social Science
1282,300,Social Science
1283,302,Social Science
1284,304,Social Science
1285,332,Social Science
1286,335,Social Science
1287,332,Social Science
1288,335,Social Science
1289,332,Social Science
1290,335,Social Science
1291,332,Social Science
1292,335,Social Science
1293,332,Social Science
1294,335,Social Science
1295,332,Social Science
1296,335,Social Science
1297,332,Social Science
1298,335,Social Science
1299,332,Social Science
1300,335,Social Science
1301,332,Social Science
1302,335,Social Science
1303,332,Social Science
1304,335,Social Science
1305,322,Social Science
1306,324,Social Science
1307,325,Social Science
1308,322,Social Science
1309,324,Social Science
1310,325,Social Science
1311,322,Social Science
1312,324,Social Science
1313,325,Social Science
1314,322,Social Science
1315,324,Social Science
1316,325,Social Science
1317,322,Social Science
1318,324,Social Science
1319,325,Social Science
1320,322,Social Science
1321,324,Social Science
1322,325,Social Science
1323,322,Social Science
1324,324,Social Science
1325,325,Social Science
1326,322,Social Science
1327,324,Social Science
1328,325,Social Science
1329,322,Social Science
1330,324,Social Science
1331,325,Social Science
1332,369,Social Science
1333,369,Social Science
1334,369,Social Science
1335,369,Social Science
1336,369,Social Science
1337,369,Social Science
1338,369,Social Science
1339,369,Social Science
1340,369,Social Science
1341,369,Social Science
1342,369,Social Science
1343,369,Social Science
1344,369,Social Science
1345,369,Social Science
1346,369,Social Science
1347,369,Social Science
1348,369,Social Science
1349,369,Social Science
1350,369,Social Science
1351,369,Social Science
1352,349,Social Science
1353,354,Social Science
1354,355,Social Science
1355,356,Social Science
1356,360,Social Science
1357,349,Social Science
1358,354,Social Science
1359,355,Social Science
1360,356,Social Science
1361,360,Social Science
1362,349,Social Science
1363,354,Social Science
1364,355,Social Science
1365,356,Social Science
1366,360,Social Science
1367,349,Social Science
1368,354,Social Science
1369,355,Social Science
1370,356,Social Science
1371,360,Social Science
1372,349,Social Science
1373,354,Social Science
1374,355,Social Science
1375,356,Social Science
1376,360,Social Science
1377,349,Social Science
1378,354,Social Science
1379,355,Social Science
1380,356,Social Science
1381,360,Social Science
1382,349,Social Science
1383,354,Social Science
1384,355,Social Science
1385,356,Social Science
1386,360,Social Science
1387,349,Social Science
1388,354,Social Science
1389,355,Social Science
1390,356,Social Science
1391,360,Social Science
1392,349,Social Science
1393,354,Social Science
1394,355,Social Science
1395,356,Social Science
1396,360,Social Science
1397,349,Social Science
1398,354,Social Science
1399,355,Social Science
1400,356,Social Science
1401,360,Social Science
1402,349,Social Science
1403,354,Social Science
1404,355,Social Science
1405,356,Social Science
1406,360,Social Science
1407,349,Social Science
1408,354,Social Science
1409,355,Social Science
1410,356,Social Science
1411,360,Social Science
1412,349,Social Science
1413,354,Social Science
1414,355,Social Science
1415,356,Social Science
1416,360,Social Science
1417,349,Social Science
1418,354,Social Science
1419,355,Social Science
1420,356,Social Science
1421,360,Social Science
1422,349,Social Science
1423,354,Social Science
1424,355,Social Science
1425,356,Social Science
1426,360,Social Science
1427,349,Social Science
1428,354,Social Science
1429,355,Social Science
1430,356,Social Science
1431,360,Social Science
1432,349,Social Science
1433,354,Social Science
1434,355,Social Science
1435,356,Social Science
1436,360,Social Science
1437,349,Social Science
1438,354,Social Science
1439,355,Social Science
1440,356,Social Science
1441,360,Social Science
1442,386,Social Science
1443,387,Social Science
1444,388,Social Science
1445,386,Social Science
1446,387,Social Science
1447,388,Social Science
1448,386,Social Science
1449,387,Social Science
1450,388,Social Science
1451,386,Social Science
1452,387,Social Science
1453,388,Social Science
1454,386,Social Science
1455,387,Social Science
1456,388,Social Science
1457,386,Social Science
1458,387,Social Science
1459,388,Social Science
1460,386,Social Science
1461,387,Social Science
1462,388,Social Science
1463,386,Social Science
1464,387,Social Science
1465,388,Social Science
1466,386,Social Science
1467,387,Social Science
1468,388,Social Science
1469,386,Social Science
1470,387,Social Science
1471,388,Social Science
1472,386,Social Science
1473,387,Social Science
1474,388,Social Science
1475,386,Social Science
1476,387,Social Science
1477,388,Social Science
1478,386,Social Science
1479,387,Social Science
1480,388,Social Science
1481,386,Social Science
1482,387,Social Science
1483,388,Social Science
1484,386,Social Science
1485,387,Social Science
1486,388,Social Science
1487,386,Social Science
1488,387,Social Science
1489,388,Social Science
1490,386,Social Science
1491,387,Social Science
1492,388,Social Science
1493,386,Social Science
1494,387,Social Science
1495,388,Social Science
1496,386,Social Science
1497,387,Social Science
1498,388,Social Science
1499,416,Social Science
1500,417,Social Science
1501,416,Social Science
1502,417,Social Science
1503,416,Social Science
1504,417,Social Science
1505,416,Social Science
1506,417,Social Science
1507,416,Social Science
1508,417,Social Science
1509,416,Social Science
1510,417,Social Science
1511,416,Social Science
1512,417,Social Science
1513,416,Social Science
1514,417,Social Science
1515,483,Social Science
1516,485,Social Science
1517,483,Social Science
1518,485,Social Science
1519,483,Social Science
1520,485,Social Science
1521,483,Social Science
1522,485,Social Science
1523,483,Social Science
1524,485,Social Science
1525,483,Social Science
1526,485,Social Science
1527,483,Social Science
1528,485,Social Science
1529,483,Social Science
1530,485,Social Science
1531,483,Social Science
1532,485,Social Science
1533,483,Social Science
1534,485,Social Science
1535,483,Social Science
1536,485,Social Science
1537,483,Social Science
1538,485,Social Science
1539,483,Social Science
1540,485,Social Science
1541,483,Social Science
1542,485,Social Science
1543,483,Social Science
1544,485,Social Science
1545,514,Social Science
1546,514,Social Science
1547,514,Social Science
1548,514,Social Science
1549,514,Social Science
1550,514,Social Science
1551,514,Social Science
1552,514,Social Science
1553,514,Social Science
1554,514,Social Science
1555,514,Social Science
1556,514,Social Science
1557,514,Social Science
1558,514,Social Science
1559,514,Social Science
1560,514,Social Science
1561,514,Social Science
1562,514,Social Science
1563,514,Social Science
1564,514,Social Science
1565,514,Social Science
1566,514,Social Science
5056,22,Social Science
5057,22,Social Science
5058,22,Social Science
5059,22,Social Science
5060,22,Social Science
5061,22,Social Science
5062,22,Social Science
5063,22,Social Science
5064,22,Social Science
5065,22,Social Science
5066,22,Social Science
5067,22,Social Science
5068,22,Social Science
5069,22,Social Science
5070,22,Social Science
5071,22,Social Science
5072,82,Social Science
5073,92,Social Science
5074,82,Social Science
5075,92,Social Science
5076,82,Social Science
5077,92,Social Science
5078,82,Social Science
5079,92,Social Science
5080,82,Social Science
5081,92,Social Science
5082,82,Social Science
5083,92,Social Science
5084,82,Social Science
5085,92,Social Science
5086,82,Social Science
5087,92,Social Science
5088,82,Social Science
5089,92,Social Science
5090,82,Social Science
5091,92,Social Science
5092,82,Social Science
5093,92,Social Science
5094,82,Social Science
5095,92,Social Science
5096,82,Social Science
5097,92,Social Science
5098,82,Social Science
5099,92,Social Science
5100,82,Social Science
5101,92,Social Science
5102,82,Social Science
5103,92,Social Science
5104,82,Social Science
5105,92,Social Science
5106,82,Social Science
5107,92,Social Science
5108,163,Social Science
5109,163,Social Science
5110,163,Social Science
5111,163,Social Science
5112,163,Social Science
5113,163,Social Science
5114,163,Social Science
5115,163,Social Science
5116,163,Social Science
5117,163,Social Science
5118,163,Social Science
5119,163,Social Science
5120,163,Social Science
5121,163,Social Science
5122,163,Social Science
5123,163,Social Science
5124,235,Social Science
5125,235,Social Science
5126,235,Social Science
5127,235,Social Science
5128,235,Social Science
5129,235,Social Science
5130,235,Social Science
5131,235,Social Science
5132,235,Social Science
5133,257,Social Science
5134,258,Social Science
5135,257,Social Science
5136,258,Social Science
5137,257,Social Science
5138,258,Social Science
5139,257,Social Science
5140,258,Social Science
5141,257,Social Science
5142,258,Social Science
5143,257,Social Science
5144,258,Social Science
5145,257,Social Science
5146,258,Social Science
5147,257,Social Science
5148,258,Social Science
5149,257,Social Science
5150,258,Social Science
5151,257,Social Science
5152,258,Social Science
5153,257,Social Science
5154,258,Social Science
5155,257,Social Science
5156,258,Social Science
5157,257,Social Science
5158,258,Social Science
5159,257,Social Science
5160,258,Social Science
5161,257,Social Science
5162,258,Social Science
5163,257,Social Science
5164,258,Social Science
5165,257,Social Science
5166,258,Social Science
5167,257,Social Science
5168,258,Social Science
5169,257,Social Science
5170,258,Social Science
5171,257,Social Science
5172,258,Social Science
5173,257,Social Science
5174,258,Social Science
5175,308,Social Science
5176,309,Social Science
5177,319,Social Science
5178,308,Social Science
5179,309,Social Science
5180,319,Social Science
5181,308,Social Science
5182,309,Social Science
5183,319,Social Science
5184,308,Social Science
5185,309,Social Science
5186,319,Social Science
5187,308,Social Science
5188,309,Social Science
5189,319,Social Science
5190,308,Social Science
5191,309,Social Science
5192,319,Social Science
5193,308,Social Science
5194,309,Social Science
5195,319,Social Science
5196,308,Social Science
5197,309,Social Science
5198,319,Social Science
5199,308,Social Science
5200,309,Social Science
5201,319,Social Science
5202,308,Social Science
5203,309,Social Science
5204,319,Social Science
5205,308,Social Science
5206,309,Social Science
5207,319,Social Science
5208,308,Social Science
5209,309,Social Science
5210,319,Social Science
5211,308,Social Science
5212,309,Social Science
5213,319,Social Science
5214,308,Social Science
5215,309,Social Science
5216,319,Social Science
5217,294,Social Science
5218,295,Social Science
5219,296,Social Science
5220,297,Social Science
5221,301,Social Science
5222,303,Social Science
5223,305,Social Science
5224,306,Social Science
5225,307,Social Science
5226,294,Social Science
5227,295,Social Science
5228,296,Social Science
5229,297,Social Science
5230,301,Social Science
5231,303,Social Science
5232,305,Social Science
5233,306,Social Science
5234,307,Social Science
5235,294,Social Science
5236,295,Social Science
5237,296,Social Science
5238,297,Social Science
5239,301,Social Science
5240,303,Social Science
5241,305,Social Science
5242,306,Social Science
5243,307,Social Science
5244,294,Social Science
5245,295,Social Science
5246,296,Social Science
5247,297,Social Science
5248,301,Social Science
5249,303,Social Science
5250,305,Social Science
5251,306,Social Science
5252,307,Social Science
5253,294,Social Science
5254,295,Social Science
5255,296,Social Science
5256,297,Social Science
5257,301,Social Science
5258,303,Social Science
5259,305,Social Science
5260,306,Social Science
5261,307,Social Science
5262,294,Social Science
5263,295,Social Science
5264,296,Social Science
5265,297,Social Science
5266,301,Social Science
5267,303,Social Science
5268,305,Social Science
5269,306,Social Science
5270,307,Social Science
5271,294,Social Science
5272,295,Social Science
5273,296,Social Science
5274,297,Social Science
5275,301,Social Science
5276,303,Social Science
5277,305,Social Science
5278,306,Social Science
5279,307,Social Science
5280,294,Social Science
5281,295,Social Science
5282,296,Social Science
5283,297,Social Science
5284,301,Social Science
5285,303,Social Science
5286,305,Social Science
5287,306,Social Science
5288,307,Social Science
5289,294,Social Science
5290,295,Social Science
5291,296,Social Science
5292,297,Social Science
5293,301,Social Science
5294,303,Social Science
5295,305,Social Science
5296,306,Social Science
5297,307,Social Science
5298,294,Social Science
5299,295,Social Science
5300,296,Social Science
5301,297,Social Science
5302,301,Social Science
5303,303,Social Science
5304,305,Social Science
5305,306,Social Science
5306,307,Social Science
5307,294,Social Science
5308,295,Social Science
5309,296,Social Science
5310,297,Social Science
5311,301,Social Science
5312,303,Social Science
5313,305,Social Science
5314,306,Social Science
5315,307,Social Science
5316,294,Social Science
5317,295,Social Science
5318,296,Social Science
5319,297,Social Science
5320,301,Social Science
5321,303,Social Science
5322,305,Social Science
5323,306,Social Science
5324,307,Social Science
5325,294,Social Science
5326,295,Social Science
5327,296,Social Science
5328,297,Social Science
5329,301,Social Science
5330,303,Social Science
5331,305,Social Science
5332,306,Social Science
5333,307,Social Science
5334,294,Social Science
5335,295,Social Science
5336,296,Social Science
5337,297,Social Science
5338,301,Social Science
5339,303,Social Science
5340,305,Social Science
5341,306,Social Science
5342,307,Social Science
5343,326,Social Science
5344,328,Social Science
5345,329,Social Science
5346,331,Social Science
5347,326,Social Science
5348,328,Social Science
5349,329,Social Science
5350,331,Social Science
5351,326,Social Science
5352,328,Social Science
5353,329,Social Science
5354,331,Social Science
5355,326,Social Science
5356,328,Social Science
5357,329,Social Science
5358,331,Social Science
5359,326,Social Science
5360,328,Social Science
5361,329,Social Science
5362,331,Social Science
5363,326,Social Science
5364,328,Social Science
5365,329,Social Science
5366,331,Social Science
5367,326,Social Science
5368,328,Social Science
5369,329,Social Science
5370,331,Social Science
5371,326,Social Science
5372,328,Social Science
5373,329,Social Science
5374,331,Social Science
5375,326,Social Science
5376,328,Social Science
5377,329,Social Science
5378,331,Social Science
5379,342,Social Science
5380,347,Social Science
5381,348,Social Science
5382,351,Social Science
5383,352,Social Science
5384,353,Social Science
5385,357,Social Science
5386,342,Social Science
5387,347,Social Science
5388,348,Social Science
5389,351,Social Science
5390,352,Social Science
5391,353,Social Science
5392,357,Social Science
5393,342,Social Science
5394,347,Social Science
5395,348,Social Science
5396,351,Social Science
5397,352,Social Science
5398,353,Social Science
5399,357,Social Science
5400,342,Social Science
5401,347,Social Science
5402,348,Social Science
5403,351,Social Science
5404,352,Social Science
5405,353,Social Science
5406,357,Social Science
5407,342,Social Science
5408,347,Social Science
5409,348,Social Science
5410,351,Social Science
5411,352,Social Science
5412,353,Social Science
5413,357,Social Science
5414,342,Social Science
5415,347,Social Science
5416,348,Social Science
5417,351,Social Science
5418,352,Social Science
5419,353,Social Science
5420,357,Social Science
5421,342,Social Science
5422,347,Social Science
5423,348,Social Science
5424,351,Social Science
5425,352,Social Science
5426,353,Social Science
5427,357,Social Science
5428,342,Social Science
5429,347,Social Science
5430,348,Social Science
5431,351,Social Science
5432,352,Social Science
5433,353,Social Science
5434,357,Social Science
5435,342,Social Science
5436,347,Social Science
5437,348,Social Science
5438,351,Social Science
5439,352,Social Science
5440,353,Social Science
5441,357,Social Science
5442,342,Social Science
5443,347,Social Science
5444,348,Social Science
5445,351,Social Science
5446,352,Social Science
5447,353,Social Science
5448,357,Social Science
5449,342,Social Science
5450,347,Social Science
5451,348,Social Science
5452,351,Social Science
5453,352,Social Science
5454,353,Social Science
5455,357,Social Science
5456,342,Social Science
5457,347,Social Science
5458,348,Social Science
5459,351,Social Science
5460,352,Social Science
5461,353,Social Science
5462,357,Social Science
5463,342,Social Science
5464,347,Social Science
5465,348,Social Science
5466,351,Social Science
5467,352,Social Science
5468,353,Social Science
5469,357,Social Science
5470,342,Social Science
5471,347,Social Science
5472,348,Social Science
5473,351,Social Science
5474,352,Social Science
5475,353,Social Science
5476,357,Social Science
5477,342,Social Science
5478,347,Social Science
5479,348,Social Science
5480,351,Social Science
5481,352,Social Science
5482,353,Social Science
5483,357,Social Science
5484,342,Social Science
5485,347,Social Science
5486,348,Social Science
5487,351,Social Science
5488,352,Social Science
5489,353,Social Science
5490,357,Social Science
5491,342,Social Science
5492,347,Social Science
5493,348,Social Science
5494,351,Social Science
5495,352,Social Science
5496,353,Social Science
5497,357,Social Science
5498,342,Social Science
5499,347,Social Science
5500,348,Social Science
5501,351,Social Science
5502,352,Social Science
5503,353,Social Science
5504,357,Social Science
5505,383,Social Science
5506,384,Social Science
5507,385,Social Science
5508,390,Social Science
5509,383,Social Science
5510,384,Social Science
5511,385,Social Science
5512,390,Social Science
5513,383,Social Science
5514,384,Social Science
5515,385,Social Science
5516,390,Social Science
5517,383,Social Science
5518,384,Social Science
5519,385,Social Science
5520,390,Social Science
5521,383,Social Science
5522,384,Social Science
5523,385,Social Science
5524,390,Social Science
5525,383,Social Science
5526,384,Social Science
5527,385,Social Science
5528,390,Social Science
5529,383,Social Science
5530,384,Social Science
5531,385,Social Science
5532,390,Social Science
5533,383,Social Science
5534,384,Social Science
5535,385,Social Science
5536,390,Social Science
5537,383,Social Science
5538,384,Social Science
5539,385,Social Science
5540,390,Social Science
5541,383,Social Science
5542,384,Social Science
5543,385,Social Science
5544,390,Social Science
5545,383,Social Science
5546,384,Social Science
5547,385,Social Science
5548,390,Social Science
5549,383,Social Science
5550,384,Social Science
5551,385,Social Science
5552,390,Social Science
5553,383,Social Science
5554,384,Social Science
5555,385,Social Science
5556,390,Social Science
5557,383,Social Science
5558,384,Social Science
5559,385,Social Science
5560,390,Social Science
5561,383,Social Science
5562,384,Social Science
5563,385,Social Science
5564,390,Social Science
5565,383,Social Science
5566,384,Social Science
5567,385,Social Science
5568,390,Social Science
5569,383,Social Science
5570,384,Social Science
5571,385,Social Science
5572,390,Social Science
5573,383,Social Science
5574,384,Social Science
5575,385,Social Science
5576,390,Social Science
5577,383,Social Science
5578,384,Social Science
5579,385,Social Science
5580,390,Social Science
5581,430,Social Science
5582,431,Social Science
5583,439,Social Science
5584,430,Social Science
5585,431,Social Science
5586,439,Social Science
5587,430,Social Science
5588,431,Social Science
5589,439,Social Science
5590,430,Social Science
5591,431,Social Science
5592,439,Social Science
5593,430,Social Science
5594,431,Social Science
5595,439,Social Science
5596,430,Social Science
5597,431,Social Science
5598,439,Social Science
5599,430,Social Science
5600,431,Social Science
5601,439,Social Science
5602,430,Social Science
5603,431,Social Science
5604,439,Social Science
5605,430,Social Science
5606,431,Social Science
5607,439,Social Science
5608,430,Social Science
5609,431,Social Science
5610,439,Social Science
5611,430,Social Science
5612,431,Social Science
5613,439,Social Science
5614,430,Social Science
5615,431,Social Science
5616,439,Social Science
5617,430,Social Science
5618,431,Social Science
5619,439,Social Science
5620,430,Social Science
5621,431,Social Science
5622,439,Social Science
5623,481,Social Science
5624,481,Social Science
5625,481,Social Science
5626,481,Social Science
5627,481,Social Science
5628,481,Social Science
5629,481,Social Science
5630,481,Social Science
5631,481,Social Science
5632,481,Social Science
5633,481,Social Science
5634,481,Social Science
5635,481,Social Science
5636,481,Social Science
5637,481,Social Science
5638,519,Social Science
5639,523,Social Science
5640,519,Social Science
5641,523,Social Science
5642,519,Social Science
5643,523,Social Science
5644,519,Social Science
5645,523,Social Science
5646,519,Social Science
5647,523,Social Science
5648,519,Social Science
5649,523,Social Science
5650,519,Social Science
5651,523,Social Science
5652,519,Social Science
5653,523,Social Science
5654,519,Social Science
5655,523,Social Science
5656,519,Social Science
5657,523,Social Science
5658,519,Social Science
5659,523,Social Science
5660,519,Social Science
5661,523,Social Science
5662,519,Social Science
5663,523,Social Science
5664,519,Social Science
