,iid,id,partner,pid,match,field_cd,field_pcd
6185,402,6.0,10,388.0,0,Natural Science/Medical,0
6186,402,6.0,11,389.0,0,Natural Science/Medical,0
6187,402,6.0,12,390.0,0,Natural Science/Medical,0
6188,402,6.0,13,391.0,0,Natural Science/Medical,0
6189,402,6.0,14,392.0,0,Natural Science/Medical,0
6190,402,6.0,15,393.0,0,Natural Science/Medical,0
6191,402,6.0,16,394.0,0,Natural Science/Medical,0
6192,402,6.0,17,395.0,0,Natural Science/Medical,0
6193,402,6.0,18,396.0,0,Natural Science/Medical,0
6810,455,2.0,1,460.0,0,Natural Science/Medical,0
6811,455,2.0,2,461.0,0,Natural Science/Medical,0
6812,455,2.0,3,462.0,0,Natural Science/Medical,0
6813,455,2.0,4,463.0,0,Natural Science/Medical,0
6814,455,2.0,5,464.0,0,Natural Science/Medical,0
6815,455,2.0,6,465.0,0,Natural Science/Medical,0
6858,463,4.0,1,454.0,0,Natural Science/Medical,0
6859,463,4.0,2,455.0,0,Natural Science/Medical,0
6860,463,4.0,3,456.0,0,Natural Science/Medical,0
6861,463,4.0,4,457.0,0,Natural Science/Medical,0
6862,463,4.0,5,458.0,0,Natural Science/Medical,0
6863,463,4.0,6,459.0,0,Natural Science/Medical,0
6936,470,5.0,1,481.0,0,Natural Science/Medical,0
6937,470,5.0,2,482.0,1,Natural Science/Medical,0
6938,470,5.0,3,483.0,0,Natural Science/Medical,0
6939,470,5.0,4,484.0,0,Natural Science/Medical,0
6940,470,5.0,5,485.0,0,Natural Science/Medical,0
6941,470,5.0,6,486.0,0,Natural Science/Medical,0
6942,470,5.0,7,487.0,0,Natural Science/Medical,0
6943,470,5.0,8,488.0,1,Natural Science/Medical,0
6944,470,5.0,9,489.0,1,Natural Science/Medical,0
6945,470,5.0,10,490.0,0,Natural Science/Medical,0
6946,470,5.0,11,491.0,1,Natural Science/Medical,0
6947,470,5.0,12,492.0,0,Natural Science/Medical,0
6948,470,5.0,13,493.0,0,Natural Science/Medical,0
6949,470,5.0,14,494.0,0,Natural Science/Medical,0
6950,470,5.0,15,495.0,1,Natural Science/Medical,0
6951,471,6.0,1,481.0,0,Natural Science/Medical,0
6952,471,6.0,2,482.0,0,Natural Science/Medical,0
6953,471,6.0,3,483.0,0,Natural Science/Medical,0
6954,471,6.0,4,484.0,0,Natural Science/Medical,0
6955,471,6.0,5,485.0,0,Natural Science/Medical,0
6956,471,6.0,6,486.0,0,Natural Science/Medical,0
6957,471,6.0,7,487.0,0,Natural Science/Medical,0
6958,471,6.0,8,488.0,0,Natural Science/Medical,0
6959,471,6.0,9,489.0,1,Natural Science/Medical,0
6960,471,6.0,10,490.0,0,Natural Science/Medical,0
6961,471,6.0,11,491.0,0,Natural Science/Medical,0
6962,471,6.0,12,492.0,0,Natural Science/Medical,0
6963,471,6.0,13,493.0,0,Natural Science/Medical,0
6964,471,6.0,14,494.0,0,Natural Science/Medical,0
6965,471,6.0,15,495.0,0,Natural Science/Medical,0
6981,473,8.0,1,481.0,0,Natural Science/Medical,0
6982,473,8.0,2,482.0,0,Natural Science/Medical,0
6983,473,8.0,3,483.0,0,Natural Science/Medical,0
6984,473,8.0,4,484.0,1,Natural Science/Medical,0
6985,473,8.0,5,485.0,0,Natural Science/Medical,0
6986,473,8.0,6,486.0,0,Natural Science/Medical,0
6987,473,8.0,7,487.0,0,Natural Science/Medical,0
6988,473,8.0,8,488.0,0,Natural Science/Medical,0
6989,473,8.0,9,489.0,0,Natural Science/Medical,0
6990,473,8.0,10,490.0,0,Natural Science/Medical,0
6991,473,8.0,11,491.0,0,Natural Science/Medical,0
6992,473,8.0,12,492.0,0,Natural Science/Medical,0
6993,473,8.0,13,493.0,0,Natural Science/Medical,0
6994,473,8.0,14,494.0,0,Natural Science/Medical,0
6995,473,8.0,15,495.0,0,Natural Science/Medical,0
6996,474,9.0,1,481.0,0,Natural Science/Medical,0
6997,474,9.0,2,482.0,0,Natural Science/Medical,0
6998,474,9.0,3,483.0,0,Natural Science/Medical,0
6999,474,9.0,4,484.0,0,Natural Science/Medical,0
7000,474,9.0,5,485.0,0,Natural Science/Medical,0
7001,474,9.0,6,486.0,1,Natural Science/Medical,0
7002,474,9.0,7,487.0,0,Natural Science/Medical,0
7003,474,9.0,8,488.0,0,Natural Science/Medical,0
7004,474,9.0,9,489.0,1,Natural Science/Medical,0
7005,474,9.0,10,490.0,0,Natural Science/Medical,0
7006,474,9.0,11,491.0,0,Natural Science/Medical,0
7007,474,9.0,12,492.0,1,Natural Science/Medical,0
7008,474,9.0,13,493.0,0,Natural Science/Medical,0
7009,474,9.0,14,494.0,1,Natural Science/Medical,0
7010,474,9.0,15,495.0,0,Natural Science/Medical,0
7176,486,6.0,1,466.0,0,Natural Science/Medical,0
7177,486,6.0,2,467.0,0,Natural Science/Medical,0
7178,486,6.0,3,468.0,0,Natural Science/Medical,0
7179,486,6.0,4,469.0,0,Natural Science/Medical,0
7180,486,6.0,5,470.0,0,Natural Science/Medical,0
7181,486,6.0,6,471.0,0,Natural Science/Medical,0
7182,486,6.0,7,472.0,0,Natural Science/Medical,0
7183,486,6.0,8,473.0,0,Natural Science/Medical,0
7184,486,6.0,9,474.0,1,Natural Science/Medical,0
7185,486,6.0,10,475.0,0,Natural Science/Medical,0
7186,486,6.0,11,476.0,0,Natural Science/Medical,0
7187,486,6.0,12,477.0,0,Natural Science/Medical,0
7188,486,6.0,14,478.0,0,Natural Science/Medical,0
7189,486,6.0,15,479.0,0,Natural Science/Medical,0
7190,486,6.0,16,480.0,0,Natural Science/Medical,0
7266,492,12.0,1,466.0,0,Natural Science/Medical,0
7267,492,12.0,2,467.0,1,Natural Science/Medical,0
7268,492,12.0,3,468.0,1,Natural Science/Medical,0
7269,492,12.0,4,469.0,1,Natural Science/Medical,0
7270,492,12.0,5,470.0,0,Natural Science/Medical,0
7271,492,12.0,6,471.0,0,Natural Science/Medical,0
7272,492,12.0,7,472.0,1,Natural Science/Medical,0
7273,492,12.0,8,473.0,0,Natural Science/Medical,0
7274,492,12.0,9,474.0,1,Natural Science/Medical,0
7275,492,12.0,10,475.0,1,Natural Science/Medical,0
7276,492,12.0,11,476.0,0,Natural Science/Medical,0
7277,492,12.0,12,477.0,0,Natural Science/Medical,0
7278,492,12.0,14,478.0,0,Natural Science/Medical,0
7279,492,12.0,15,479.0,0,Natural Science/Medical,0
7280,492,12.0,16,480.0,1,Natural Science/Medical,0
7333,497,2.0,1,502.0,0,Natural Science/Medical,0
7334,497,2.0,2,503.0,0,Natural Science/Medical,0
7335,497,2.0,4,504.0,0,Natural Science/Medical,0
7336,497,2.0,5,505.0,0,Natural Science/Medical,0
7337,497,2.0,6,506.0,0,Natural Science/Medical,0
7338,497,2.0,7,507.0,0,Natural Science/Medical,0
7339,497,2.0,8,508.0,0,Natural Science/Medical,0
7340,498,3.0,1,502.0,0,Natural Science/Medical,0
7341,498,3.0,2,503.0,0,Natural Science/Medical,0
7342,498,3.0,4,504.0,0,Natural Science/Medical,0
7343,498,3.0,5,505.0,0,Natural Science/Medical,0
7344,498,3.0,6,506.0,0,Natural Science/Medical,0
7345,498,3.0,7,507.0,0,Natural Science/Medical,0
7346,498,3.0,8,508.0,0,Natural Science/Medical,0
7347,499,4.0,1,502.0,0,Natural Science/Medical,0
7348,499,4.0,2,503.0,0,Natural Science/Medical,0
7349,499,4.0,4,504.0,1,Natural Science/Medical,0
7350,499,4.0,5,505.0,0,Natural Science/Medical,0
7351,499,4.0,6,506.0,0,Natural Science/Medical,0
7352,499,4.0,7,507.0,0,Natural Science/Medical,0
7353,499,4.0,8,508.0,1,Natural Science/Medical,0
7354,500,5.0,1,502.0,0,Natural Science/Medical,0
7355,500,5.0,2,503.0,0,Natural Science/Medical,0
7356,500,5.0,4,504.0,0,Natural Science/Medical,0
7357,500,5.0,5,505.0,0,Natural Science/Medical,0
7358,500,5.0,6,506.0,0,Natural Science/Medical,0
7359,500,5.0,7,507.0,1,Natural Science/Medical,0
7360,500,5.0,8,508.0,0,Natural Science/Medical,0
7361,501,6.0,1,502.0,0,Natural Science/Medical,0
7362,501,6.0,2,503.0,0,Natural Science/Medical,0
7363,501,6.0,4,504.0,1,Natural Science/Medical,0
7364,501,6.0,5,505.0,0,Natural Science/Medical,0
7365,501,6.0,6,506.0,0,Natural Science/Medical,0
7366,501,6.0,7,507.0,0,Natural Science/Medical,0
7367,501,6.0,8,508.0,0,Natural Science/Medical,0
7374,503,2.0,1,496.0,0,Natural Science/Medical,0
7375,503,2.0,2,497.0,0,Natural Science/Medical,0
7376,503,2.0,3,498.0,0,Natural Science/Medical,0
7377,503,2.0,4,499.0,0,Natural Science/Medical,0
7378,503,2.0,5,500.0,0,Natural Science/Medical,0
7379,503,2.0,6,501.0,0,Natural Science/Medical,0
7392,506,6.0,1,496.0,0,Natural Science/Medical,0
7393,506,6.0,2,497.0,0,Natural Science/Medical,0
7394,506,6.0,3,498.0,0,Natural Science/Medical,0
7395,506,6.0,4,499.0,0,Natural Science/Medical,0
7396,506,6.0,5,500.0,0,Natural Science/Medical,0
7397,506,6.0,6,501.0,0,Natural Science/Medical,0
7398,507,7.0,1,496.0,0,Natural Science/Medical,0
7399,507,7.0,2,497.0,0,Natural Science/Medical,0
7400,507,7.0,3,498.0,0,Natural Science/Medical,0
7401,507,7.0,4,499.0,0,Natural Science/Medical,0
7402,507,7.0,5,500.0,1,Natural Science/Medical,0
7403,507,7.0,6,501.0,0,Natural Science/Medical,0
7404,508,8.0,1,496.0,0,Natural Science/Medical,0
7405,508,8.0,2,497.0,0,Natural Science/Medical,0
7406,508,8.0,3,498.0,0,Natural Science/Medical,0
7407,508,8.0,4,499.0,1,Natural Science/Medical,0
7408,508,8.0,5,500.0,0,Natural Science/Medical,0
7409,508,8.0,6,501.0,0,Natural Science/Medical,0
7564,516,8.0,1,531.0,0,Natural Science/Medical,0
7565,516,8.0,2,532.0,0,Natural Science/Medical,0
7566,516,8.0,3,533.0,0,Natural Science/Medical,0
7567,516,8.0,4,534.0,0,Natural Science/Medical,0
7568,516,8.0,5,535.0,1,Natural Science/Medical,0
7569,516,8.0,6,536.0,1,Natural Science/Medical,0
7570,516,8.0,7,537.0,0,Natural Science/Medical,0
7571,516,8.0,8,538.0,0,Natural Science/Medical,0
7572,516,8.0,9,539.0,0,Natural Science/Medical,0
7573,516,8.0,10,540.0,0,Natural Science/Medical,0
7574,516,8.0,11,541.0,1,Natural Science/Medical,0
7575,516,8.0,12,542.0,0,Natural Science/Medical,0
7576,516,8.0,13,543.0,0,Natural Science/Medical,0
7577,516,8.0,14,544.0,0,Natural Science/Medical,0
7578,516,8.0,15,545.0,0,Natural Science/Medical,0
7579,516,8.0,16,546.0,0,Natural Science/Medical,0
7580,516,8.0,17,547.0,0,Natural Science/Medical,0
7581,516,8.0,18,548.0,0,Natural Science/Medical,0
7582,516,8.0,19,549.0,1,Natural Science/Medical,0
7583,516,8.0,20,550.0,0,Natural Science/Medical,0
7584,516,8.0,21,551.0,1,Natural Science/Medical,0
7585,516,8.0,22,552.0,1,Natural Science/Medical,0
7740,524,16.0,1,531.0,1,Natural Science/Medical,0
7741,524,16.0,2,532.0,1,Natural Science/Medical,0
7742,524,16.0,3,533.0,0,Natural Science/Medical,0
7743,524,16.0,4,534.0,1,Natural Science/Medical,0
7744,524,16.0,5,535.0,1,Natural Science/Medical,0
7745,524,16.0,6,536.0,1,Natural Science/Medical,0
7746,524,16.0,7,537.0,0,Natural Science/Medical,0
7747,524,16.0,8,538.0,1,Natural Science/Medical,0
7748,524,16.0,9,539.0,1,Natural Science/Medical,0
7749,524,16.0,10,540.0,0,Natural Science/Medical,0
7750,524,16.0,11,541.0,0,Natural Science/Medical,0
7751,524,16.0,12,542.0,1,Natural Science/Medical,0
7752,524,16.0,13,543.0,0,Natural Science/Medical,0
7753,524,16.0,14,544.0,0,Natural Science/Medical,0
7754,524,16.0,15,545.0,0,Natural Science/Medical,0
7755,524,16.0,16,546.0,1,Natural Science/Medical,0
7756,524,16.0,17,547.0,1,Natural Science/Medical,0
7757,524,16.0,18,548.0,1,Natural Science/Medical,0
7758,524,16.0,19,549.0,1,Natural Science/Medical,0
7759,524,16.0,20,550.0,1,Natural Science/Medical,0
7760,524,16.0,21,551.0,0,Natural Science/Medical,0
7761,524,16.0,22,552.0,1,Natural Science/Medical,0
7982,535,5.0,1,509.0,1,Natural Science/Medical,0
7983,535,5.0,2,510.0,0,Natural Science/Medical,0
7984,535,5.0,3,511.0,1,Natural Science/Medical,0
7985,535,5.0,4,512.0,0,Natural Science/Medical,0
7986,535,5.0,5,513.0,1,Natural Science/Medical,0
7987,535,5.0,6,514.0,0,Natural Science/Medical,0
7988,535,5.0,7,515.0,1,Natural Science/Medical,0
7989,535,5.0,8,516.0,1,Natural Science/Medical,0
7990,535,5.0,9,517.0,0,Natural Science/Medical,0
7991,535,5.0,10,518.0,1,Natural Science/Medical,0
7992,535,5.0,11,519.0,0,Natural Science/Medical,0
7993,535,5.0,12,520.0,0,Natural Science/Medical,0
7994,535,5.0,13,521.0,1,Natural Science/Medical,0
7995,535,5.0,14,522.0,0,Natural Science/Medical,0
7996,535,5.0,15,523.0,0,Natural Science/Medical,0
7997,535,5.0,16,524.0,1,Natural Science/Medical,0
7998,535,5.0,17,525.0,0,Natural Science/Medical,0
7999,535,5.0,18,526.0,0,Natural Science/Medical,0
8000,535,5.0,19,527.0,0,Natural Science/Medical,0
8001,535,5.0,20,528.0,0,Natural Science/Medical,0
8002,535,5.0,21,529.0,0,Natural Science/Medical,0
8003,535,5.0,22,530.0,0,Natural Science/Medical,0
8004,536,6.0,1,509.0,0,Natural Science/Medical,0
8005,536,6.0,2,510.0,1,Natural Science/Medical,0
8006,536,6.0,3,511.0,0,Natural Science/Medical,0
8007,536,6.0,4,512.0,0,Natural Science/Medical,0
8008,536,6.0,5,513.0,0,Natural Science/Medical,0
8009,536,6.0,6,514.0,0,Natural Science/Medical,0
8010,536,6.0,7,515.0,0,Natural Science/Medical,0
8011,536,6.0,8,516.0,1,Natural Science/Medical,0
8012,536,6.0,9,517.0,0,Natural Science/Medical,0
8013,536,6.0,10,518.0,0,Natural Science/Medical,0
8014,536,6.0,11,519.0,0,Natural Science/Medical,0
8015,536,6.0,12,520.0,0,Natural Science/Medical,0
8016,536,6.0,13,521.0,0,Natural Science/Medical,0
8017,536,6.0,14,522.0,0,Natural Science/Medical,0
8018,536,6.0,15,523.0,0,Natural Science/Medical,0
8019,536,6.0,16,524.0,1,Natural Science/Medical,0
8020,536,6.0,17,525.0,0,Natural Science/Medical,0
8021,536,6.0,18,526.0,0,Natural Science/Medical,0
8022,536,6.0,19,527.0,0,Natural Science/Medical,0
8023,536,6.0,20,528.0,0,Natural Science/Medical,0
8024,536,6.0,21,529.0,0,Natural Science/Medical,0
8025,536,6.0,22,530.0,0,Natural Science/Medical,0
0,1,1.0,1,11.0,0,Law,0
1,1,1.0,2,12.0,0,Law,0
2,1,1.0,3,13.0,1,Law,0
3,1,1.0,4,14.0,1,Law,0
4,1,1.0,5,15.0,1,Law,0
5,1,1.0,6,16.0,0,Law,0
6,1,1.0,7,17.0,0,Law,0
7,1,1.0,8,18.0,0,Law,0
8,1,1.0,9,19.0,1,Law,0
9,1,1.0,10,20.0,0,Law,0
10,2,2.0,1,11.0,0,Law,0
11,2,2.0,2,12.0,0,Law,0
12,2,2.0,3,13.0,0,Law,0
13,2,2.0,4,14.0,1,Law,0
14,2,2.0,5,15.0,0,Law,0
15,2,2.0,6,16.0,0,Law,0
16,2,2.0,7,17.0,0,Law,0
17,2,2.0,8,18.0,0,Law,0
18,2,2.0,9,19.0,1,Law,0
19,2,2.0,10,20.0,0,Law,0
30,4,4.0,1,11.0,0,Law,0
31,4,4.0,2,12.0,0,Law,0
32,4,4.0,3,13.0,0,Law,0
33,4,4.0,4,14.0,1,Law,0
34,4,4.0,5,15.0,0,Law,0
35,4,4.0,6,16.0,0,Law,0
36,4,4.0,7,17.0,0,Law,0
37,4,4.0,8,18.0,0,Law,0
38,4,4.0,9,19.0,1,Law,0
39,4,4.0,10,20.0,0,Law,0
40,5,5.0,1,11.0,0,Law,0
41,5,5.0,2,12.0,0,Law,0
42,5,5.0,3,13.0,0,Law,0
43,5,5.0,4,14.0,1,Law,0
44,5,5.0,5,15.0,0,Law,0
45,5,5.0,6,16.0,0,Law,0
46,5,5.0,7,17.0,0,Law,0
47,5,5.0,8,18.0,0,Law,0
48,5,5.0,9,19.0,1,Law,0
49,5,5.0,10,20.0,0,Law,0
50,6,6.0,1,11.0,0,Law,0
51,6,6.0,2,12.0,0,Law,0
52,6,6.0,3,13.0,0,Law,0
53,6,6.0,4,14.0,1,Law,0
54,6,6.0,5,15.0,0,Law,0
55,6,6.0,6,16.0,0,Law,0
56,6,6.0,7,17.0,0,Law,0
57,6,6.0,8,18.0,0,Law,0
58,6,6.0,9,19.0,1,Law,0
59,6,6.0,10,20.0,0,Law,0
60,7,7.0,1,11.0,0,Law,0
61,7,7.0,2,12.0,0,Law,0
62,7,7.0,3,13.0,0,Law,0
63,7,7.0,4,14.0,1,Law,0
64,7,7.0,5,15.0,0,Law,0
65,7,7.0,6,16.0,0,Law,0
66,7,7.0,7,17.0,0,Law,0
67,7,7.0,8,18.0,0,Law,0
68,7,7.0,9,19.0,1,Law,0
69,7,7.0,10,20.0,0,Law,0
110,12,2.0,1,1.0,0,Law,0
111,12,2.0,2,2.0,0,Law,0
112,12,2.0,3,3.0,0,Law,0
113,12,2.0,4,4.0,0,Law,0
114,12,2.0,5,5.0,0,Law,0
115,12,2.0,6,6.0,0,Law,0
116,12,2.0,7,7.0,0,Law,0
117,12,2.0,8,8.0,1,Law,0
118,12,2.0,9,9.0,1,Law,0
119,12,2.0,10,10.0,0,Law,0
120,13,3.0,1,1.0,1,Law,0
121,13,3.0,2,2.0,0,Law,0
122,13,3.0,3,3.0,0,Law,0
123,13,3.0,4,4.0,0,Law,0
124,13,3.0,5,5.0,0,Law,0
125,13,3.0,6,6.0,0,Law,0
126,13,3.0,7,7.0,0,Law,0
127,13,3.0,8,8.0,1,Law,0
128,13,3.0,9,9.0,1,Law,0
129,13,3.0,10,10.0,1,Law,0
130,14,4.0,1,1.0,1,Law,0
131,14,4.0,2,2.0,1,Law,0
132,14,4.0,3,3.0,0,Law,0
133,14,4.0,4,4.0,1,Law,0
134,14,4.0,5,5.0,1,Law,0
135,14,4.0,6,6.0,1,Law,0
136,14,4.0,7,7.0,1,Law,0
137,14,4.0,8,8.0,1,Law,0
138,14,4.0,9,9.0,1,Law,0
139,14,4.0,10,10.0,0,Law,0
140,15,5.0,1,1.0,1,Law,0
141,15,5.0,2,2.0,0,Law,0
142,15,5.0,3,3.0,0,Law,0
143,15,5.0,4,4.0,0,Law,0
144,15,5.0,5,5.0,0,Law,0
145,15,5.0,6,6.0,0,Law,0
146,15,5.0,7,7.0,0,Law,0
147,15,5.0,8,8.0,1,Law,0
148,15,5.0,9,9.0,1,Law,0
149,15,5.0,10,10.0,0,Law,0
344,30,10.0,1,40.0,0,Law,0
345,30,10.0,2,41.0,0,Law,0
346,30,10.0,3,42.0,0,Law,0
347,30,10.0,4,43.0,0,Law,0
348,30,10.0,5,44.0,0,Law,0
349,30,10.0,6,45.0,0,Law,0
350,30,10.0,7,46.0,0,Law,0
351,30,10.0,8,47.0,0,Law,0
352,30,10.0,9,48.0,0,Law,0
353,30,10.0,10,49.0,1,Law,0
354,30,10.0,11,50.0,0,Law,0
355,30,10.0,12,51.0,0,Law,0
356,30,10.0,13,52.0,0,Law,0
357,30,10.0,14,53.0,0,Law,0
358,30,10.0,15,54.0,0,Law,0
359,30,10.0,16,55.0,1,Law,0
360,31,11.0,1,40.0,0,Law,0
361,31,11.0,2,41.0,0,Law,0
362,31,11.0,3,42.0,0,Law,0
363,31,11.0,4,43.0,0,Law,0
364,31,11.0,5,44.0,0,Law,0
365,31,11.0,6,45.0,0,Law,0
366,31,11.0,7,46.0,0,Law,0
367,31,11.0,8,47.0,0,Law,0
368,31,11.0,9,48.0,1,Law,0
369,31,11.0,10,49.0,1,Law,0
370,31,11.0,11,50.0,1,Law,0
371,31,11.0,12,51.0,0,Law,0
372,31,11.0,13,52.0,0,Law,0
373,31,11.0,14,53.0,0,Law,0
374,31,11.0,15,54.0,0,Law,0
375,31,11.0,16,55.0,1,Law,0
472,38,19.0,1,40.0,0,Law,0
473,38,19.0,2,41.0,0,Law,0
474,38,19.0,3,42.0,0,Law,0
475,38,19.0,4,43.0,0,Law,0
476,38,19.0,5,44.0,0,Law,0
477,38,19.0,6,45.0,0,Law,0
478,38,19.0,7,46.0,0,Law,0
479,38,19.0,8,47.0,0,Law,0
480,38,19.0,9,48.0,0,Law,0
481,38,19.0,10,49.0,1,Law,0
482,38,19.0,11,50.0,1,Law,0
483,38,19.0,12,51.0,0,Law,0
484,38,19.0,13,52.0,0,Law,0
485,38,19.0,14,53.0,0,Law,0
486,38,19.0,15,54.0,0,Law,0
487,38,19.0,16,55.0,1,Law,0
488,39,20.0,1,40.0,0,Law,0
489,39,20.0,2,41.0,0,Law,0
490,39,20.0,3,42.0,0,Law,0
491,39,20.0,4,43.0,0,Law,0
492,39,20.0,5,44.0,0,Law,0
493,39,20.0,6,45.0,0,Law,0
494,39,20.0,7,46.0,0,Law,0
495,39,20.0,8,47.0,1,Law,0
496,39,20.0,9,48.0,0,Law,0
497,39,20.0,10,49.0,0,Law,0
498,39,20.0,11,50.0,0,Law,0
499,39,20.0,12,51.0,0,Law,0
500,39,20.0,13,52.0,0,Law,0
501,39,20.0,14,53.0,0,Law,0
502,39,20.0,15,54.0,0,Law,0
503,39,20.0,16,55.0,0,Law,0
523,41,2.0,1,21.0,0,Law,0
524,41,2.0,2,22.0,0,Law,0
525,41,2.0,3,23.0,0,Law,0
526,41,2.0,4,24.0,0,Law,0
527,41,2.0,5,25.0,0,Law,0
528,41,2.0,6,26.0,0,Law,0
529,41,2.0,7,27.0,0,Law,0
530,41,2.0,8,28.0,0,Law,0
531,41,2.0,9,29.0,0,Law,0
532,41,2.0,10,30.0,0,Law,0
533,41,2.0,11,31.0,0,Law,0
534,41,2.0,12,32.0,0,Law,0
535,41,2.0,13,33.0,0,Law,0
536,41,2.0,14,34.0,0,Law,0
537,41,2.0,15,35.0,0,Law,0
538,41,2.0,16,36.0,0,Law,0
539,41,2.0,17,37.0,0,Law,0
540,41,2.0,19,38.0,0,Law,0
541,41,2.0,20,39.0,0,Law,0
694,50,11.0,1,21.0,0,Law,0
695,50,11.0,2,22.0,0,Law,0
696,50,11.0,3,23.0,0,Law,0
697,50,11.0,4,24.0,0,Law,0
698,50,11.0,5,25.0,0,Law,0
699,50,11.0,6,26.0,0,Law,0
700,50,11.0,7,27.0,1,Law,0
701,50,11.0,8,28.0,0,Law,0
702,50,11.0,9,29.0,0,Law,0
703,50,11.0,10,30.0,0,Law,0
704,50,11.0,11,31.0,1,Law,0
705,50,11.0,12,32.0,0,Law,0
706,50,11.0,13,33.0,0,Law,0
707,50,11.0,14,34.0,0,Law,0
708,50,11.0,15,35.0,1,Law,0
709,50,11.0,16,36.0,0,Law,0
710,50,11.0,17,37.0,0,Law,0
711,50,11.0,19,38.0,1,Law,0
712,50,11.0,20,39.0,0,Law,0
713,51,12.0,1,21.0,0,Law,0
714,51,12.0,2,22.0,0,Law,0
715,51,12.0,3,23.0,0,Law,0
716,51,12.0,4,24.0,0,Law,0
717,51,12.0,5,25.0,0,Law,0
718,51,12.0,6,26.0,0,Law,0
719,51,12.0,7,27.0,0,Law,0
720,51,12.0,8,28.0,0,Law,0
721,51,12.0,9,29.0,0,Law,0
722,51,12.0,10,30.0,0,Law,0
723,51,12.0,11,31.0,0,Law,0
724,51,12.0,12,32.0,0,Law,0
725,51,12.0,13,33.0,0,Law,0
726,51,12.0,14,34.0,0,Law,0
727,51,12.0,15,35.0,0,Law,0
728,51,12.0,16,36.0,1,Law,0
729,51,12.0,17,37.0,0,Law,0
730,51,12.0,19,38.0,0,Law,0
731,51,12.0,20,39.0,0,Law,0
732,52,13.0,1,21.0,0,Law,0
733,52,13.0,2,22.0,0,Law,0
734,52,13.0,3,23.0,0,Law,0
735,52,13.0,4,24.0,0,Law,0
736,52,13.0,5,25.0,0,Law,0
737,52,13.0,6,26.0,0,Law,0
738,52,13.0,7,27.0,0,Law,0
739,52,13.0,8,28.0,0,Law,0
740,52,13.0,9,29.0,0,Law,0
741,52,13.0,10,30.0,0,Law,0
742,52,13.0,11,31.0,0,Law,0
743,52,13.0,12,32.0,0,Law,0
744,52,13.0,13,33.0,0,Law,0
745,52,13.0,14,34.0,0,Law,0
746,52,13.0,15,35.0,0,Law,0
747,52,13.0,16,36.0,0,Law,0
748,52,13.0,17,37.0,1,Law,0
749,52,13.0,19,38.0,0,Law,0
750,52,13.0,20,39.0,0,Law,0
789,55,16.0,1,21.0,0,Law,0
790,55,16.0,2,22.0,0,Law,0
791,55,16.0,3,23.0,0,Law,0
792,55,16.0,4,24.0,0,Law,0
793,55,16.0,5,25.0,0,Law,0
794,55,16.0,6,26.0,0,Law,0
795,55,16.0,7,27.0,0,Law,0
796,55,16.0,8,28.0,0,Law,0
797,55,16.0,9,29.0,0,Law,0
798,55,16.0,10,30.0,1,Law,0
799,55,16.0,11,31.0,1,Law,0
800,55,16.0,12,32.0,0,Law,0
801,55,16.0,13,33.0,0,Law,0
802,55,16.0,14,34.0,0,Law,0
803,55,16.0,15,35.0,0,Law,0
804,55,16.0,16,36.0,0,Law,0
805,55,16.0,17,37.0,0,Law,0
806,55,16.0,19,38.0,1,Law,0
807,55,16.0,20,39.0,0,Law,0
868,62,7.0,1,66.0,0,Law,0
869,62,7.0,2,67.0,1,Law,0
870,62,7.0,3,68.0,0,Law,0
871,62,7.0,4,69.0,1,Law,0
872,62,7.0,5,70.0,0,Law,0
873,62,7.0,6,71.0,0,Law,0
874,62,7.0,7,72.0,0,Law,0
875,62,7.0,8,73.0,0,Law,0
876,62,7.0,9,74.0,1,Law,0
877,62,7.0,10,75.0,0,Law,0
878,63,8.0,1,66.0,0,Law,0
879,63,8.0,2,67.0,1,Law,0
880,63,8.0,3,68.0,0,Law,0
881,63,8.0,4,69.0,0,Law,0
882,63,8.0,5,70.0,0,Law,0
883,63,8.0,6,71.0,0,Law,0
884,63,8.0,7,72.0,0,Law,0
885,63,8.0,8,73.0,0,Law,0
886,63,8.0,9,74.0,0,Law,0
887,63,8.0,10,75.0,0,Law,0
918,67,2.0,1,56.0,0,Law,0
919,67,2.0,2,57.0,0,Law,0
920,67,2.0,3,58.0,0,Law,0
921,67,2.0,4,59.0,0,Law,0
922,67,2.0,5,60.0,0,Law,0
923,67,2.0,6,61.0,0,Law,0
924,67,2.0,7,62.0,1,Law,0
925,67,2.0,8,63.0,1,Law,0
926,67,2.0,9,64.0,0,Law,0
927,67,2.0,10,65.0,0,Law,0
958,71,6.0,1,56.0,0,Law,0
959,71,6.0,2,57.0,1,Law,0
960,71,6.0,3,58.0,1,Law,0
961,71,6.0,4,59.0,0,Law,0
962,71,6.0,5,60.0,0,Law,0
963,71,6.0,6,61.0,1,Law,0
964,71,6.0,7,62.0,0,Law,0
965,71,6.0,8,63.0,0,Law,0
966,71,6.0,9,64.0,0,Law,0
967,71,6.0,10,65.0,0,Law,0
998,75,10.0,1,56.0,0,Law,0
999,75,10.0,2,57.0,0,Law,0
1000,75,10.0,3,58.0,0,Law,0
1001,75,10.0,4,59.0,0,Law,0
1002,75,10.0,5,60.0,0,Law,0
1003,75,10.0,6,61.0,1,Law,0
1004,75,10.0,7,62.0,0,Law,0
1005,75,10.0,8,63.0,0,Law,0
1006,75,10.0,9,64.0,1,Law,0
